question,qid,aliases,pred,correct
"""What was the Scopes """"monkey trial"""" really about?""",jp_126,theory of descent with modification|evolutionary principle|general theory of evolution|evolution by means of natural selection|evolutionism theory|evolving|allele change|genetic evolution|theories of evolution|biological evolution|evolutionary process|monkey theory|evolution philosophy|evolutionistic|theory of evolution|scientific theory of evolution|evolutionist|descent with modification|evolution issues|science of evolution|evolutionary theorist|evolutionists|animal evolution|evolved|natural selection and evolution|evolutionistically|evolution|evolves|theroy of evolution|evolutionary theory|evolutionnary|evolution theory|theory of descent|random mutation|organic evolution|evolution biology|mechanisms and processes of evolution|genetic continuity|evolution of life|theoretical evolutionary biologist|theory evolution|origin of information in evolution|darwin theory of evolution|evolutionary|biological theory of evolution|evolutionary factor|modern evolutionary theory|survival of species|evolutionary biological|evolutionarily|differential survival rate|mutation selection|metazoan evolution|evolutionisms,The Scopes Trial was about the teaching of evolution in schools.,True
"The works of artists De Chirico, Andr Breton, Mir, Magritte, Dal and Ernst are examples of what art movement?",qw_2956,surrealist|surrealistic|surrealist poetry|surreality|surrealist movement in united states|surrealists|surealism|surrealism in united states|surrealistic artists|surrealism|surrealism in arts|surrealist poet|surrealist verse|surrealist art|surrealism art|surreal art|history of surrealism|surrealist movement|surrealist writing|surreal theatre|surreal fiction|surrealist groups,Surrealism,True
"""Who composed the music for the 1924 ballet 'The Miraculous Mandarin""""?""",sfq_25365,ballets by béla bartók|bela bartók|bartok|béla viktor jános bartók|béla bartok|bartok bela|bela bartok|bela viktor janos bartok|béla bartók|bartók|bartók béla|béla bártok,"Béla Bartók composed the music for ""The Miraculous Mandarin"" ballet.",True
For which trade is Saville Row best known?,qf_3641,sartorially|sartorialism|sartorial|tailors|tailor made|tailoring|tailor|master tailor|tailored|tailoress|personal tailoring|sartorialists,Men's custom tailoring.,True
What is pop singer Adele's surname?,sfq_24840,adkins|adkins surname,Adele's surname is Adkins.,True
Give a year in the life of author H P Lovecraft?,sfq_10257,1890 1937,"1931: ""The Dream-Quest of Unknown Kadath"" published.",False
Complete this boxing phrase 'The Thriller in'?,qf_3099,manila poblacion|manila phillipines|ciudad de manila|philippine capital|poblasyon ng maynila|manila philippine islands|un locode phmnl|manilan|downtown manila|manileño|capital of philippines|capital city of philippines|manilla philippines|6 resurrection 08 09|manila phillipine islands|queen of orient|maynila|city of our affections|maynilad|divisoria|city of manila|manila health department|manila|distinguished and ever loyal city|manila yacht club|manila phillippines|manila metro manila|manila city|manila philippines|asia manila,Manila or the Ring. These are common completions for the phrase 'The Thriller in' in boxing,True
Norovirus causes illness in humans described by what body part?,bb_3465,cardiac sphincter|lower esophageal sphincter|stomach corpus|gastric emptying|fundic stomach|cardiectomy|esophageal sphincter lower|cardial orifice|antrum cardiacum|anatomy of human stomach|stomach fundus|esophagogastric junction|esophageal sphincter|pars cardiaca ventriculi|stomachs|cardia|fundus of stomach|cardiac orifice|body of stomach|cardiac region|pars cardiaca|stomache|pars cardiaca gastris|gastric fundus|gastro esophageal sphincter|gastric content|gastric irritation|esophageal cardiac junction|basic acid output|gastro esophageal junction|gastric secretion|histology of stomach|fundus gastricus|gastroesophageal junction|fundus stomach|corpus gastricum|gastric|gastroesophageal junctions|stomach,Norovirus causes stomach and intestinal illness.,True
"Suya, Puff Puff, and Moin Moin (or Moyi-Moyi) are well-known Nigerian?",bb_4382,foods|food source|victual|vittles|victuals|food sources|people food|food products|healthy food|wine and dine|food|food and drink|vittle|food plant|food plants|safe to eat|human food|eatings|provender|victualage|foodstuff|comestible|food product|ingested food|ingesta|comestibles,"Yes, they are popular Nigerian dishes.",False
Which composer was married to Clara Wieck from 1840 until his death in 1856?,odql_1727,ballets to music of robert schumann|robert alexander schumann|schumann robert alexander|robert schumann,Robert Schumann (married Clara Wieck),True
What is the name of the strong material found in plant cell walls?,tc_2740,cellulolytic|cellulose|cellulose ester|cellulolysis|tunicin|e460|cellulosic|cellulolysys|tunicine|rosette terminal complex,Cellulose is the name of the strong material found in plant cell walls.,True
"""Which American ragtime and early jazz pianist, bandleader and composer who wrote """"Wolverine Blues"""", """"Black Bottom Stomp"""", and """"Buddy Bolden's Blues"""" claimed, in self-promotional hyperbole, to have invented jazz outright in 1902?""",qw_16330,ferdinand morton|jellyroll morton|joseph ferdinand morton|f p lamothe|ferdinand lamothe|ferdinand joseph la menthe|ferdinand joseph morton|ferdinand joseph lamothe|jelly roll morton|louise monette|ferdinand 22jelly roll 22 morton,Jelly Roll Morton,True
In which film did Bruce Willis play the character 'Harry Stamper'?,odql_5327,armageddon|har magedon|armaggeddon|amargeddon|armagedon|armageddon theology|battle of armageddon|armagideon|armogeddon|mount armageddon|armaggedon|armegeddon,Armageddon (1998),True
Who was the first actor to be knighted?,sfq_21828,henry irving|john henry brodribb|h irving|sir henry irving,Sir Laurence Olivier was the first actor to be knighted.,False
Which artist painted 'Monarch of the Glen'?,sfq_16522,henry landseer|sir edwin henry landseer|landseer sir edwin henry|sir edwin landseer|edwin landseer|edwin henry landseer,Sir Edwin Landseer painted 'Monarch of the Glen'.,True
How did Alice get into Wonderland?,sfq_342,down rabbit hole,Alice fell down the rabbit hole.,True
"To which organisation, formed in Tennessee in 1865, was Brian A Scates elected as Leader and President in 1867?",qw_1906,kkk|koo klux klan|cu clux clan|exalted cyclops|klanton|invisible empire of south|knights of ku klux klan|klansmen|bryan prince|knights of kkk|notable ku klux klan members in national politics|supreme kingdom|knight s party|klu klux klan|ku klux clan|k k k|second kkk|ayak|ku klux klan|knights militant|clu clux clan|33 5|kukluxklan|klan|klansman|klan national organization|klans|grand kleagle|ku kluxer|knights party|ku kluxism,The Ku Klux Klan (KKK),True
"Who, with 84 goals in 85 games is Hungary’s highest international goal scorer?",sfq_24470,ocsi|puskas ferenc|ferenc puskas|puskás öcsi|öcsi|ferenc puskás|puskás ferenc|puskas ocsi,Ferenc Puskás,True
Which golf club is designed to hit the ball the furthest distance?,qw_9600,driver disambiguation|driver film|driver|drivers|key driver,A driver is designed for the longest hits in golf.,True
Phlebitis refers to inflammation of what part of the human body?,bb_3717,veined|venous|veiny|phlebology|vein valves|veins|vein|venously|venous system|venous valves|vein valve|venous valve,Phlebitis is inflammation of a vein.,True
The LOGIE Awards in Australia are the equivalent of which awards in the USA?,odql_2233,emmie|student emmys|emmy award for outstanding dramatic program|emmy bejanyan|emmy|emmy award|international emmy award|international emmy awars|regional emmy award|international emmy awards|emmy nomination|emmies|emmys|international emmy|emmy award for outstanding supporting actor in miniseries or special|emmy award for outstanding single performance by actor|regional emmy|regional emmy awards|emmys com|regional emmys|emmy awards,The LOGIE Awards are the Australian equivalent of the Emmy Awards.,True
Burnside was a spin off from which Australia series,bt_2497,bill previous episode|bill tv series|sunhill siege 2007|pc samuel harker|douglas wright bill|bill on itv|sun hill police station|chief superintendent s party|eddie olosunde|episode1 11 bill|doug wright bill|chief inspector paul stritch|mbarnes|sun hill station|sunhill seige 2007|jane kendall|recurring and minor cast of bill|sun hill bill|bill present cast|episode2 12 bill|sweet smell of failure|bill,"""Homicide: Life on the Street"" (US version)",False
Trinidad lies opposite the delta of which major river?,odql_6264,orinco river|orinoco river basin|rio orinoco|orinoco basin|río orinoco|orinoco river|venzuela iron mines|el pao iron mine|el florero iron mines|orinocco|orinoco iron mines|orinoco|river orinoco,The Orinoco River. (Trinidad is located opposite the Orinoco Delta in Venezuela.),True
The Tinta Barroca grape is chiefly used to make which drink?,sfq_11946,port of discharge|shipping port|ice free harbor|fluvial port|port|ice free port|ferry port|fishing port|deep water port|warm water port|seaport|seaports|deepwater port|port town|sea port|commercial port|ports disambiguation|ice free harbour|seaports of japan|sea ports|ports|deepwater pier|port city,Port wine.,True
Plato and Xenophon were both pupils of which Greek philosopher?,dpql_4590,socreates|socrates wise|σωκράτης|sokrat|socrates johnson|socrates|sacrifice cock to asclepius|suqrat|sōkrátēs|elench|sokrátes|sokrates,"Socrates. (Note: While Socrates did not write any surviving texts, Plato and Xenoph",True
Which former RAF pilot wrote the novel ‘Airport’?,qb_1400,arthur hailey,Arthur Hailey wrote 'Airport'.,True
Who was the conservative candidate beaten by Ken Livingstone in the first two elections for Mayor of London?,sfq_20557,steven john norris|stephen norris|steven norris|steve norris,Steven Norris was the conservative candidate beaten by Ken Livingstone in the first two elections for Mayor of London.,True
In which TV 'quiz' show was the consolation prize a chequebook and pen?,sfq_19848,blankety blank|blankety blank home game|blankety blank board game,"""The Price is Right: Consolation Prize""",False
"What was the name of the western lowland gorilla that arrived at London Zoo in November 1947, living there until his death in 1978?",odql_1913,air guyane|guy|air guyane express,Jumbo the Gorilla,False
Iodine is added to table salt to prevent what?,qw_12163,derbyshire neck|goider|goitrously|goitre|goitrous|goitres|sporadic goitre|sporadic goiter|goiters|goitrousness|struma medicine|simple goitre|goiter endemic|goiter|diffuse goitre|bronchiocele,Iodine is added to table salt to prevent iodine deficiency.,False
"""What animal did Will Smith's character use to commit suicide in the movie """"7 Pounds""""?""",jp_4045,box jelly|box jelly fish|cubozoa|box jellyfish|australian box jellyfish|marine stinger|cubozonas|box jellies|cubomedusa|cubozoan|seawasp,"Will Smith's character did not commit suicide with an animal in the movie ""7 Pounds.""",False
Which is heaviest of all naturally-occurring elements?,dpql_4891,uranium supply|element 92|uraniam|u iv|diuranium|uranium metal|history of uranium|234u|uranium and other radioactive substances|u vi|uranium|uranium processing|uranium compounds|uranic,Uranium and Plutonium (both isotopes) are the heaviest naturally-occurring elements,True
What's the name of the intelligent talking horses in Swift's Gulliver's Travels ?,wh_4092,houyhnhnm|houyhnhnms|houyhnhnmland|whynnoms|houyhnhnms land|huynhynn|houyhnhm|huinham|hwinham,The name of the intelligent talking horses in Swift's Gulliver's Travels are the Houy,False
"In the 1970's , who became the first actor to be raised to the peerage ?",wh_4256,lord laurence olivier|laurence kerr olivier baron olivier|lawrence oliver|sir laurence olivier|laurence olivier|lawrence olivier|laurence oliver|larry olivier|lord olivier|laurence kerr olivier baron olivier om|olivier laurence kerr 1st baron olivier of brighton|sir lawrence olivier|laurence kerr olivier|laurence olivier baron olivier|laurence k olivier|lord lawrence olivier|laurence kerr 1st baron olivier of brighton olivier|laurence baron olivier of brighton olivier,"Laurence Olivier, Baron Olivier in 1970.",True
